Id,Label,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Strongly-Connected ID,Clustering Coefficient,Eigenvector Centrality
Twen-Ninele,Twen-Ninele,0,5,5,7.0,0.0,7.0,7.0,4.015105740181269,0.0,0.0,3.3411293E-4,4,5.367386671337139E-4,0,29,0.25,0.0
Anila-Syed,Anila-Syed,3,5,8,9.0,3.0,6.0,6.0,2.8333333333333335,528.6670025122809,0.0010985993,0.0013364517,0,7.957304825098474E-4,0,6,0.23214285,0.009885175788786553
Bahadur-Misho,Bahadur-Misho,4,8,12,14.0,4.0,10.0,6.0,2.7818181818181817,56.30444475766329,0.0013732491,0.0013364517,6,6.562378275380191E-4,0,6,0.11818182,0.02293324529866907
Yash-Shrivastava,Yash-Shrivastava,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,30,0.0,0.0
Jordas-Andrei,Jordas-Andrei,0,2,2,4.0,0.0,4.0,8.0,4.40785498489426,0.0,0.0,3.3411293E-4,4,5.367386671337139E-4,0,31,0.5,0.0
Muhammad-Khamees,Muhammad-Khamees,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,32,0.0,0.0
Oggu-Nagraj,Oggu-Nagraj,0,11,11,11.0,0.0,11.0,6.0,2.6404833836858006,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,33,0.3181818,0.0
Vijay-Bhore,Vijay-Bhore,2,5,7,7.0,2.0,5.0,5.0,2.918181818181818,6.075836862254739,8.2394946E-4,6.6822587E-4,0,5.602554057363466E-4,0,6,0.21428572,0.0033628208225473266
Chip-Houston,Chip-Houston,3,17,20,26.0,3.0,23.0,6.0,2.796969696969697,422.13540652635123,0.0010985993,0.0013364517,2,7.667785818968101E-4,0,6,0.13450292,0.02043534799953854
Matt-Elsen,Matt-Elsen,0,5,5,5.0,0.0,5.0,6.0,2.8187311178247736,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,34,0.4,0.0
Shivam-Chandra,Shivam-Chandra,1,7,8,8.0,1.0,7.0,7.0,3.287878787878788,2.6839894950312466,5.4929964E-4,6.6822587E-4,5,5.686429937995021E-4,0,6,0.25,0.0025569963527404603
Febin-Benjamin,Febin-Benjamin,1,6,7,7.0,1.0,6.0,6.0,2.812121212121212,53.540406422080494,5.4929964E-4,6.6822587E-4,2,6.125726586549755E-4,0,6,0.23333333,0.01402821370608486
Dev-Panchala,Dev-Panchala,0,2,2,4.0,0.0,4.0,8.0,4.40785498489426,0.0,0.0,3.3411293E-4,4,5.367386671337139E-4,0,35,0.5,0.0
Somi-Leo,Somi-Leo,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,36,0.0,0.0
Banoth-Ramraj,Banoth-Ramraj,8,9,17,22.0,11.0,11.0,7.0,3.5606060606060606,25.609990986642774,0.0024718484,0.0026729035,4,0.0014516521023566033,0,6,0.09558824,0.033184598201950036
Tosin-Damilare-James-Animashaun,Tosin-Damilare-James-Animashaun,2,3,5,5.0,2.0,3.0,6.0,2.9060606060606062,41.78641277790194,8.2394946E-4,0.0010023388,6,8.199900451146843E-4,0,6,0.25,0.017424356106341535
Rui-Soares,Rui-Soares,1,7,8,8.0,1.0,7.0,6.0,2.7349397590361444,263.0501177185388,5.4929964E-4,6.6822587E-4,6,8.113466846121177E-4,0,37,0.26190478,0.0010894476517946338
Kevin-Zhu,Kevin-Zhu,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,38,0.0,0.0
Eric-Hutchins,Eric-Hutchins,2,1,3,4.0,3.0,1.0,8.0,4.409090909090909,0.0,8.2394946E-4,0.0010023388,2,7.269392109230063E-4,0,6,0.5,0.008197461104820603
Andrew-Lemke,Andrew-Lemke,20,6,26,27.0,20.0,7.0,7.0,3.918181818181818,424.7176109534334,0.0057676462,0.0070163715,2,0.007820630915284777,0,6,0.095,0.08748530689514722
Omar-Mh,Omar-Mh,7,13,20,27.0,9.0,18.0,6.0,2.7151515151515153,343.57668138300403,0.0021971986,0.0026729035,5,8.597897110761567E-4,0,6,0.18954249,0.03482763582566614
Charitha-Vellanki,Charitha-Vellanki,1,1,2,2.0,1.0,1.0,8.0,4.409090909090909,0.0,5.4929964E-4,6.6822587E-4,0,5.568870974141247E-4,0,6,0.5,0.005542210770036887
Pravasi-Meet,Pravasi-Meet,1,6,7,9.0,1.0,8.0,7.0,3.5787878787878786,6.5076032046089285,5.4929964E-4,6.6822587E-4,6,5.493927470639844E-4,0,6,0.16666667,0.0025127685140893473
Michael-Weems,Michael-Weems,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,39,0.0,0.0
Sergey-Yegorov,Sergey-Yegorov,8,8,16,16.0,8.0,8.0,7.0,3.4393939393939394,446.68642606495507,0.0024718484,0.0026729035,2,0.0014280508910819978,0,6,0.17582418,0.03030300238044734
Kazeem-Eskizzy,Kazeem-Eskizzy,1,1,2,3.0,1.0,2.0,8.0,4.409090909090909,0.0,5.4929964E-4,6.6822587E-4,6,7.441560535934226E-4,0,6,0.5,0.003396142400256691
Deepak-Gokhale,Deepak-Gokhale,10,10,20,20.0,10.0,10.0,7.0,2.9363636363636365,191.99071185349334,0.003021148,0.0036752422,1,0.0018316963653792072,0,6,0.18947369,0.044846183246811104
David-Nuckles,David-Nuckles,0,2,2,3.0,0.0,3.0,7.0,3.70392749244713,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,40,0.5,0.0
Harsh-Gupta,Harsh-Gupta,1,4,5,5.0,1.0,4.0,7.0,3.0332326283987916,49.463245088245095,5.4929964E-4,6.6822587E-4,1,5.867637777769842E-4,0,19,0.2,9.8177037004936E-4
Yonatan-Oren,Yonatan-Oren,1,4,5,6.0,1.0,5.0,7.0,3.4757575757575756,2.85153351236707,5.4929964E-4,6.6822587E-4,6,5.568870974141247E-4,0,6,0.2,0.005542210770036887
Badrinarayan-Varadarajan,Badrinarayan-Varadarajan,3,8,11,14.0,4.0,10.0,7.0,3.1666666666666665,26.280506998700428,0.0010985993,0.0013364517,6,7.297485377765451E-4,0,6,0.2,0.02120880983229617
Rasha-Khodeir,Rasha-Khodeir,2,1,3,4.0,2.0,2.0,8.0,4.412121212121212,0.0,8.2394946E-4,0.0010023388,6,7.116762530560035E-4,0,6,0.33333334,0.006991792495561274
Sumanpreet-Kaur,Sumanpreet-Kaur,0,4,4,4.0,0.0,4.0,7.0,4.02416918429003,0.0,0.0,3.3411293E-4,4,5.367386671337139E-4,0,41,0.33333334,0.0
Vivek-Nangia,Vivek-Nangia,3,7,10,10.0,3.0,7.0,6.0,3.309090909090909,14.246341966906321,0.0010985993,0.0013364517,6,7.573937145888412E-4,0,6,0.16666667,0.02115302462666375
Kvr-Vignesh-Ram-Krish,Kvr-Vignesh-Ram-Krish,3,8,11,15.0,3.0,12.0,6.0,3.2151515151515153,29.76017305511421,0.0010985993,0.0013364517,6,8.579880954691446E-4,0,6,0.16666667,0.012604914408229572
Dickie-Tsui,Dickie-Tsui,5,6,11,12.0,5.0,7.0,6.0,3.293939393939394,63.70135442511761,0.0016478989,0.0020046777,6,9.214368496361429E-4,0,6,0.1,0.015269811439791284
Skye-Chandler,Skye-Chandler,2,2,4,4.0,2.0,2.0,7.0,4.363636363636363,956.0,8.2394946E-4,0.0010023388,6,0.0014536706961176932,0,6,0.33333334,0.0025346981650105974
Piyush-Garg,Piyush-Garg,1,11,12,12.0,1.0,11.0,6.0,2.528700906344411,255.01613326145286,5.4929964E-4,3.3411293E-4,2,6.88815888546785E-4,0,42,0.18181819,8.500523084579777E-4
Ishita-Mahapatra,Ishita-Mahapatra,0,3,3,4.0,0.0,4.0,7.0,3.821752265861027,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,43,0.5,0.0
Sumit-Gupta,Sumit-Gupta,4,7,11,11.0,4.0,7.0,7.0,3.8484848484848486,508.9774972842294,0.0013732491,0.0016705646,0,9.607976596900027E-4,0,6,0.15454546,0.02174825363534571
Mansoor-Beck,Mansoor-Beck,5,5,10,12.0,5.0,7.0,7.0,3.996969696969697,1.0982432366886148,0.0016478989,0.0020046777,0,6.733407753702059E-4,0,6,0.2777778,0.02576612533912489
Prathik-Meka,Prathik-Meka,0,2,2,2.0,0.0,2.0,8.0,4.40785498489426,0.0,0.0,3.3411293E-4,4,5.367386671337139E-4,0,44,0.5,0.0
Raj-Kumar,Raj-Kumar,4,8,12,13.0,4.0,9.0,7.0,2.987878787878788,94.76067850226323,0.0013732491,0.0016705646,3,8.741296103420783E-4,0,6,0.22222222,0.012275116061619547
Meghana-Trikovala,Meghana-Trikovala,1,1,2,2.0,1.0,1.0,8.0,4.412121212121212,0.0,5.4929964E-4,6.6822587E-4,2,6.041630702093458E-4,0,6,0.5,0.0047248109708442855
Sarmad-Riaz,Sarmad-Riaz,0,3,3,3.0,0.0,3.0,8.0,4.404833836858006,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,45,0.33333334,0.0
Amit-Kumar,Amit-Kumar,6,15,21,28.0,7.0,21.0,6.0,2.7333333333333334,1783.6254668738407,0.0019225487,0.0023387906,3,9.917123599693216E-4,0,6,0.12418301,0.020652260807552968
Adam-Leffert,Adam-Leffert,65,89,154,167.0,78.0,89.0,5.0,1.9575757575757575,30228.649889912474,0.018126888,0.018710325,2,0.007939841028474715,0,6,0.0414578,0.17016652511767746
Suneil-Geddam,Suneil-Geddam,3,7,10,15.0,3.0,12.0,6.0,2.7818181818181817,17.02309985493887,0.0010985993,0.0013364517,2,7.523202218251976E-4,0,6,0.2777778,0.01615369877355958
Anthony-Bello,Anthony-Bello,2,3,5,5.0,2.0,3.0,7.0,4.357575757575757,480.5,8.2394946E-4,0.0010023388,6,0.0014208307186604516,0,6,0.33333334,0.0021085750701681444
Halley-Ongkosanjoyo,Halley-Ongkosanjoyo,3,4,7,7.0,3.0,4.0,6.0,2.787878787878788,25.184130506514073,0.0010985993,0.0013364517,0,6.551515822803305E-4,0,6,0.26190478,0.016454654811409945
Siddartha-Reddy,Siddartha-Reddy,1,10,11,15.0,2.0,13.0,6.0,2.6545454545454548,14.354177285666216,5.4929964E-4,6.6822587E-4,2,5.568870974141247E-4,0,6,0.3181818,0.005542210770036887
Lakshit-Dagar,Lakshit-Dagar,2,2,4,5.0,2.0,3.0,7.0,3.0636363636363635,0.0,8.2394946E-4,0.0010023388,3,5.669078612786673E-4,0,6,0.5833333,0.005836636475208786
Manav-Sethi,Manav-Sethi,1,2,3,3.0,1.0,2.0,8.0,4.406060606060606,0.09090909090909091,5.4929964E-4,6.6822587E-4,4,6.232326699111884E-4,0,6,0.33333334,0.004931111853279484
Kiran-Padala,Kiran-Padala,2,4,6,6.0,2.0,4.0,7.0,3.33030303030303,13.663863913863914,8.2394946E-4,0.0010023388,3,7.054475186367945E-4,0,6,0.36666667,0.01578622876036916
Jesal-Janani,Jesal-Janani,1,2,3,3.0,1.0,2.0,8.0,4.406060606060606,0.02040816326530612,5.4929964E-4,6.6822587E-4,4,5.568870974141247E-4,0,6,0.33333334,0.005542210770036887
Tarun-Nashier,Tarun-Nashier,9,18,27,33.0,10.0,23.0,6.0,2.4545454545454546,2164.30138596387,0.0027464982,0.0033411293,5,0.0010096741578742032,0,6,0.07189543,0.028503455388258755
Jayakumar-AL-M,Jayakumar-AL-M,2,1,3,3.0,2.0,1.0,8.0,4.409090909090909,0.0,8.2394946E-4,0.0010023388,6,7.85373674937824E-4,0,6,0.33333334,0.004661124359017159
Sarwat-Shaheen,Sarwat-Shaheen,2,8,10,10.0,2.0,8.0,6.0,2.6515151515151514,4.886455785593715,8.2394946E-4,0.0010023388,2,7.448790658459215E-4,0,6,0.4107143,0.01972769395928256
Shubham-More,Shubham-More,0,4,4,4.0,0.0,4.0,7.0,3.0362537764350455,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,46,0.33333334,0.0
Pedro-Matias,Pedro-Matias,3,3,6,6.0,3.0,3.0,7.0,3.918181818181818,8.199925074925074,0.0010985993,0.0013364517,2,7.228489170413366E-4,0,6,0.23333333,0.008964130646194161
Rohit-Bhamidipati,Rohit-Bhamidipati,0,3,3,3.0,0.0,3.0,7.0,3.800604229607251,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,47,0.5,0.0
Dhanush-Reddy-Vyata,Dhanush-Reddy-Vyata,14,37,51,58.0,15.0,43.0,6.0,2.2696969696969695,6829.800820183976,0.0041197473,0.005011694,2,0.002118940145299178,0,6,0.08397436,0.07559208193142157
Ally-Yeh,Ally-Yeh,5,3,8,8.0,5.0,3.0,7.0,4.069696969696969,0.7106349206349207,0.0016478989,0.0020046777,2,9.508228657381355E-4,0,6,0.25,0.03318841725104026
Bobby-Kapadia,Bobby-Kapadia,2,10,12,15.0,2.0,13.0,7.0,3.4363636363636365,3.672546852706252,8.2394946E-4,6.6822587E-4,1,5.795056524718643E-4,0,6,0.16666667,0.003407048661198438
Tao-Ling,Tao-Ling,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,48,0.0,0.0
Cecilia-Sells,Cecilia-Sells,3,15,18,20.0,3.0,17.0,5.0,2.8454545454545452,2709.6017254306716,0.0010985993,0.0013364517,0,0.002725777859356584,0,6,0.079166666,0.02310944719960863
Amrit-Raj,Amrit-Raj,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,49,0.0,0.0
Gnana-Shekar,Gnana-Shekar,0,3,3,3.0,0.0,3.0,6.0,2.706948640483384,0.0,0.0,3.3411293E-4,3,5.367386671337139E-4,0,50,0.6666667,0.0
Ester-Charny,Ester-Charny,2,2,4,5.0,2.0,3.0,7.0,3.6265060240963853,1.5,8.2394946E-4,6.6822587E-4,6,6.46124410719654E-4,0,37,0.33333334,0.0018314555324999906
David-Maynard,David-Maynard,15,2,17,17.0,15.0,2.0,8.0,4.412121212121212,4.056385281385282,0.004394397,0.005011694,6,0.0038415156367630795,0,6,0.09191176,0.055872845296148235
Abhishek-Guha,Abhishek-Guha,5,8,13,15.0,7.0,8.0,6.0,3.003030303030303,555.2739677484591,0.0016478989,0.0020046777,2,8.943584544521668E-4,0,6,0.21212122,0.022968086805023727
Yash-Deshpande,Yash-Deshpande,0,2,2,2.0,0.0,2.0,7.0,3.882175226586103,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,51,0.5,0.0
Dean-Laurea,Dean-Laurea,9,18,27,27.0,9.0,18.0,6.0,2.5393939393939395,1913.0079689139734,0.0027464982,0.0033411293,2,0.0016689379075822326,0,6,0.14855072,0.03548801435118693
Harsha-Bandi,Harsha-Bandi,6,5,11,11.0,6.0,5.0,6.0,2.7,38.682780243572395,0.0019225487,0.0023387906,2,9.310690956958263E-4,0,6,0.3,0.024868789163440708
Wongani-Msiska,Wongani-Msiska,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,52,0.0,0.0
Rishi-Kumar,Rishi-Kumar,1,4,5,5.0,1.0,4.0,7.0,3.4757575757575756,0.07692307692307693,5.4929964E-4,6.6822587E-4,2,5.686429937995021E-4,0,6,0.4,0.0025569963527404603
Roshaan-Lal-Adchitre,Roshaan-Lal-Adchitre,0,3,3,4.0,0.0,4.0,7.0,4.2507552870090635,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,53,0.33333334,0.0
Arun-Pandari,Arun-Pandari,5,14,19,23.0,6.0,17.0,7.0,3.2545454545454544,60.22356480950873,0.0016478989,0.0020046777,1,0.001247695479809455,0,6,0.12418301,0.028400389041589574
Angeliki-Kapoglou,Angeliki-Kapoglou,1,1,2,2.0,1.0,1.0,8.0,4.410876132930514,0.0,5.4929964E-4,3.3411293E-4,0,5.476013258060761E-4,0,54,0.5,8.500523084579777E-4
Raghav-Kuppan,Raghav-Kuppan,11,7,18,20.0,12.0,8.0,6.0,2.8636363636363638,602.3783283409537,0.0032957979,0.0040093553,6,0.0014073632258593501,0,6,0.12857144,0.04785106420300722
Andrew-Wender-Cohen,Andrew-Wender-Cohen,6,10,16,17.0,6.0,11.0,6.0,2.8727272727272726,740.3387633270288,0.0019225487,0.0023387906,6,0.001552500672738932,0,6,0.09615385,0.022318920610107724
Greg-Kemnitz,Greg-Kemnitz,10,20,30,30.0,10.0,20.0,6.0,2.8424242424242423,2767.116796088387,0.003021148,0.0036752422,6,0.004878063433884658,0,6,0.04710145,0.03705339589405302
Anrew-Rector,Anrew-Rector,1,5,6,7.0,1.0,6.0,6.0,2.7333333333333334,486.8670958728777,5.4929964E-4,6.6822587E-4,6,5.493927470639844E-4,0,6,0.16666667,0.0025127685140893473
Kevin-Joshi,Kevin-Joshi,2,8,10,10.0,2.0,8.0,6.0,2.827272727272727,23.479289475667425,8.2394946E-4,0.0010023388,5,6.130471353133836E-4,0,6,0.15277778,0.005810558162041827
Roshna-Nazir,Roshna-Nazir,61,36,97,118.0,76.0,42.0,6.0,2.106060606060606,34014.64773080649,0.017028289,0.01703976,3,0.009044792840490578,0,6,0.05012029,0.16897697975926723
Fan-Zhang,Fan-Zhang,1,1,2,2.0,1.0,1.0,8.0,4.409090909090909,0.0,5.4929964E-4,6.6822587E-4,6,5.547687738186581E-4,0,6,0.5,0.002809156870638337
Satya-Prakash-Polavarapu,Satya-Prakash-Polavarapu,2,2,4,4.0,2.0,2.0,8.0,4.318181818181818,0.6111111111111112,8.2394946E-4,6.6822587E-4,0,6.649427281182603E-4,0,6,0.33333334,0.0018803890083319346
Sachidanand-Pathak,Sachidanand-Pathak,2,10,12,12.0,2.0,10.0,7.0,3.2393939393939393,32.452704499519506,8.2394946E-4,0.0010023388,0,8.231355869815651E-4,0,6,0.12878788,0.004586043377196398
Samanth-Chilukuri,Samanth-Chilukuri,7,3,10,11.0,8.0,3.0,7.0,3.742424242424242,281.53348707623735,0.0021971986,0.0026729035,0,0.001728787750284527,0,6,0.19444445,0.032329484646157994
Syed-Waqar-Hussain,Syed-Waqar-Hussain,10,22,32,33.0,11.0,22.0,5.0,2.506060606060606,1451.132239159454,0.003021148,0.0036752422,2,0.0011239431398884822,0,6,0.11945813,0.031207371996551835
Aayush-Shah,Aayush-Shah,0,5,5,5.0,0.0,5.0,6.0,2.8519637462235647,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,55,0.4,0.0
Stella-Ola,Stella-Ola,4,70,74,74.0,4.0,70.0,5.0,2.187878787878788,7685.856390724036,0.0013732491,0.0016705646,6,0.0010420906583291658,0,6,0.03188406,0.02647521384933341
Arjun-Bhatt,Arjun-Bhatt,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,56,0.0,0.0
Vishva-Thejeshwar,Vishva-Thejeshwar,0,4,4,4.0,0.0,4.0,7.0,3.3716012084592144,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,57,0.33333334,0.0
Shivam-Chaudhary,Shivam-Chaudhary,0,4,4,4.0,0.0,4.0,7.0,3.0060422960725077,0.0,0.0,3.3411293E-4,3,5.367386671337139E-4,0,58,0.25,0.0
Swapnam-Bajpai,Swapnam-Bajpai,9,13,22,25.0,10.0,15.0,7.0,3.3181818181818183,430.72277481897476,0.0027464982,0.0033411293,0,0.0012513645227173187,0,6,0.10263158,0.045354222723005926
Matthew-Hyndman,Matthew-Hyndman,18,5,23,25.0,19.0,6.0,7.0,3.687878787878788,2062.048804102729,0.0052183466,0.00567992,2,0.00962558240124102,0,6,0.07380953,0.13899313528034715
Liam-Donovan,Liam-Donovan,1,1,2,2.0,1.0,1.0,8.0,4.406060606060606,0.0,5.4929964E-4,6.6822587E-4,3,5.653636198463658E-4,0,6,0.5,0.002854725404098736
Christian-Onuoha,Christian-Onuoha,21,112,133,170.0,22.0,148.0,5.0,2.0272727272727273,19195.7635250152,0.006042296,0.00567992,0,0.002654799100968517,0,6,0.024774194,0.06120006860943544
Richard-Shipe,Richard-Shipe,3,4,7,8.0,3.0,5.0,6.0,2.8515151515151516,8.811941765723498,0.0010985993,0.0013364517,2,7.623941800606045E-4,0,6,0.3,0.023051561920402003
Pankaj-Kumar,Pankaj-Kumar,3,6,9,9.0,3.0,6.0,7.0,3.175757575757576,130.2336069271816,0.0010985993,0.0010023388,1,8.035491896988135E-4,0,6,0.16666667,0.012470312686678498
Alex-Lightman,Alex-Lightman,14,3,17,19.0,16.0,3.0,5.0,3.306060606060606,345.1084225972191,0.0041197473,0.004343468,2,0.0016531821618991477,0,6,0.12916666,0.043082676296939466
Beni-Madhab,Beni-Madhab,1,6,7,8.0,1.0,7.0,6.0,2.9212121212121214,1.8357637533297573,5.4929964E-4,6.6822587E-4,1,5.568870974141247E-4,0,6,0.2,0.005542210770036887
Nazmul-Sarker,Nazmul-Sarker,0,3,3,3.0,0.0,3.0,7.0,4.02416918429003,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,59,0.5,0.0
Shivangi-Goel,Shivangi-Goel,1,2,3,3.0,1.0,2.0,8.0,4.409090909090909,0.14285714285714285,5.4929964E-4,6.6822587E-4,0,6.911719498924458E-4,0,6,0.33333334,0.0021926842891692214
Joey-Chow,Joey-Chow,0,2,2,2.0,0.0,2.0,8.0,4.40785498489426,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,60,0.5,0.0
Aditya-Dua,Aditya-Dua,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,61,0.0,0.0
Rohan-Nagaraj,Rohan-Nagaraj,12,6,18,21.0,15.0,6.0,7.0,3.4393939393939394,107.79120707855328,0.0035704477,0.004343468,0,0.00154110680625959,0,6,0.1764706,0.05580133369482717
Snehil-Srivastava,Snehil-Srivastava,1,1,2,2.0,1.0,1.0,8.0,4.406060606060606,0.0,5.4929964E-4,6.6822587E-4,6,6.55078483268155E-4,0,6,0.5,0.0012167597770316098
Alp-Arslan,Alp-Arslan,0,2,2,2.0,0.0,2.0,8.0,4.40785498489426,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,62,0.5,0.0
Mhmd-Amayra,Mhmd-Amayra,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,63,0.0,0.0
Avichal-Bettoli,Avichal-Bettoli,2,6,8,10.0,2.0,8.0,8.0,4.390909090909091,0.3220660343552259,8.2394946E-4,0.0010023388,1,5.695411773443952E-4,0,6,0.16071428,0.00805497928412624
Prabha-Gaikwad,Prabha-Gaikwad,13,8,21,26.0,15.0,11.0,6.0,2.8484848484848486,1914.209917777917,0.0038450975,0.0040093553,0,0.003666026414654832,0,6,0.11988304,0.06704381450434044
Raghavendra-Rao,Raghavendra-Rao,0,3,3,3.0,0.0,3.0,7.0,4.027190332326284,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,64,0.5,0.0
Chinmay-Shah,Chinmay-Shah,1,1,2,2.0,1.0,1.0,8.0,4.406060606060606,0.0,5.4929964E-4,6.6822587E-4,6,6.301363662511831E-4,0,6,0.5,0.0010432057189123309
Anjaneya-Srujan,Anjaneya-Srujan,6,6,12,13.0,6.0,7.0,8.0,4.172727272727273,503.5708680138723,0.0019225487,0.0023387906,0,0.001088737088092207,0,6,0.17272727,0.03809133848848103
Sainath-Batthala,Sainath-Batthala,3,39,42,42.0,3.0,39.0,5.0,2.3515151515151516,2222.820934952976,0.0010985993,0.0013364517,0,7.0893146560329E-4,0,6,0.07557355,0.022704541085801964
Samarth-Srivastava,Samarth-Srivastava,1,1,2,2.0,1.0,1.0,8.0,4.409090909090909,0.0,5.4929964E-4,6.6822587E-4,0,5.568870974141247E-4,0,6,0.5,0.005542210770036887
Nikhil-Daftary,Nikhil-Daftary,2,1,3,4.0,3.0,1.0,8.0,4.409090909090909,0.0,8.2394946E-4,0.0010023388,5,6.632388582843415E-4,0,6,0.33333334,0.006174121153270298
Bunchhieng-Soth,Bunchhieng-Soth,3,1,4,5.0,4.0,1.0,8.0,4.409090909090909,0.0,0.0010985993,0.0013364517,6,7.818195980885163E-4,0,6,0.25,0.012262221131413006
Salman-Sourav,Salman-Sourav,2,2,4,5.0,3.0,2.0,8.0,4.406060606060606,0.14052287581699346,8.2394946E-4,6.6822587E-4,0,5.677497560864869E-4,0,6,0.33333334,0.006392263078494865
Rahul-Jain,Rahul-Jain,1,3,4,4.0,1.0,3.0,6.0,3.2658610271903323,19.108441558441555,5.4929964E-4,3.3411293E-4,6,6.88815888546785E-4,0,65,0.25,8.500523084579777E-4
Abhik-Singla,Abhik-Singla,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,66,0.0,0.0
Pranav-Singh,Pranav-Singh,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,67,0.0,0.0
Scott-Welch,Scott-Welch,21,10,31,31.0,21.0,10.0,6.0,2.778787878787879,2432.067286381083,0.006042296,0.0070163715,6,0.0038216363824927916,0,6,0.1268473,0.07699196976377008
Marcus-Ford,Marcus-Ford,18,2,20,22.0,20.0,2.0,8.0,4.409090909090909,5.760256410256411,0.0052183466,0.005345807,1,0.0021292465498050825,0,6,0.09736842,0.06785275064442386
Yuwen-Xiong,Yuwen-Xiong,0,2,2,2.0,0.0,2.0,8.0,3.694864048338369,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,68,0.5,0.0
Harshit-Yadav,Harshit-Yadav,1,12,13,17.0,1.0,16.0,6.0,3.0180722891566263,13.182539682539684,5.4929964E-4,3.3411293E-4,0,5.476013258060761E-4,0,70,0.115384616,8.500523084579777E-4
David-Kahana,David-Kahana,15,18,33,35.0,17.0,18.0,6.0,2.8363636363636364,4887.812985339331,0.004394397,0.005345807,2,0.005356087657146631,0,6,0.13227513,0.10164608273586777
Harshit-Agarwal,Harshit-Agarwal,1,10,11,11.0,1.0,10.0,6.0,3.228486646884273,11.990734129307985,5.4929964E-4,6.6822587E-4,2,5.885230490837681E-4,0,20,0.2,0.00109792815334685
John-Gentry,John-Gentry,2,43,45,45.0,2.0,43.0,5.0,2.3878787878787877,278.09056469569805,8.2394946E-4,0.0010023388,6,6.330974740820283E-4,0,6,0.07585825,0.008676327379717106
Ben-Younan,Ben-Younan,0,42,42,42.0,0.0,42.0,6.0,2.397626112759644,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,72,0.05110337,0.0
Rajesh-Nayar,Rajesh-Nayar,0,2,2,2.0,0.0,2.0,7.0,3.7462235649546827,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,73,0.5,0.0
Shubham-Thakur,Shubham-Thakur,0,2,2,2.0,0.0,2.0,8.0,4.40785498489426,0.0,0.0,3.3411293E-4,4,5.367386671337139E-4,0,74,0.5,0.0
Ayush-Srivastava,Ayush-Srivastava,1,4,5,5.0,1.0,4.0,6.0,2.466666666666667,46.33517751545535,5.4929964E-4,6.6822587E-4,3,5.547687738186581E-4,0,6,0.5,0.002809156870638337
Usama-Naeem,Usama-Naeem,9,5,14,16.0,9.0,7.0,6.0,2.878787878787879,309.6827073245745,0.0027464982,0.0033411293,6,0.0011014881308683225,0,6,0.14102565,0.053439557384285706
