Id,Label,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Strongly-Connected ID,Clustering Coefficient,Eigenvector Centrality
Baruch-Yochai,Baruch-Yochai,3,3,6,6.0,3.0,3.0,7.0,3.742424242424242,7.666666666666666,0.0010985993,0.0013364517,6,6.502362031500692E-4,0,6,0.4,0.022894292437241188
Omkar-Joshi,Omkar-Joshi,9,63,72,72.0,9.0,63.0,6.0,2.403030303030303,3778.810519304553,0.0027464982,0.0033411293,6,0.001298170379143777,0,6,0.03665814,0.035655370110459994
Rohith-Narasimhamurthy,Rohith-Narasimhamurthy,6,4,10,11.0,6.0,5.0,8.0,4.403030303030303,1.5860398915824565,0.0019225487,0.0023387906,0,8.121015019054204E-4,0,6,0.12222222,0.020506917572728472
Charles-Tips,Charles-Tips,11,32,43,44.0,12.0,32.0,5.0,2.484848484848485,12248.894134885324,0.0032957979,0.0040093553,2,0.004981848874659196,0,6,0.083333336,0.07939233651548393
Shobhit-Meher,Shobhit-Meher,2,7,9,9.0,2.0,7.0,6.0,3.1303030303030304,37.5562379939952,8.2394946E-4,0.0010023388,2,6.860282107164128E-4,0,6,0.2857143,0.011203094283060704
Natalia-Nezvanova,Natalia-Nezvanova,6,2,8,8.0,6.0,2.0,8.0,4.406060606060606,3.0,0.0019225487,0.0020046777,4,0.0012078679409593656,0,6,0.16071428,0.018402892468089453
Harvey-Cameron,Harvey-Cameron,3,15,18,18.0,3.0,15.0,6.0,3.184848484848485,183.7042157388304,0.0010985993,0.0013364517,0,6.73997732484275E-4,0,6,0.0882353,0.008191928968678793
Li-Gangsen,Li-Gangsen,5,14,19,23.0,5.0,18.0,7.0,3.393939393939394,19.52461024187246,0.0016478989,0.0020046777,0,6.34926568456757E-4,0,6,0.1374269,0.015678734189037636
Santhosh-Selvam,Santhosh-Selvam,0,4,4,4.0,0.0,4.0,7.0,3.4924471299093653,0.0,0.0,3.3411293E-4,4,5.367386671337139E-4,0,75,0.33333334,0.0
Ernest-Ellar,Ernest-Ellar,6,4,10,11.0,6.0,5.0,8.0,4.4,13.837500505048043,0.0019225487,0.0023387906,1,0.0015841739971318972,0,6,0.13333334,0.03610325564419857
Rajkumar-Mundel,Rajkumar-Mundel,7,62,69,69.0,7.0,62.0,5.0,2.4424242424242424,7502.00141551147,0.0021971986,0.0023387906,6,0.0013151062413326914,0,6,0.022614202,0.028181605580432423
Matt-Pickering,Matt-Pickering,1,4,5,5.0,1.0,4.0,7.0,3.2151515151515153,0.7465387354829793,5.4929964E-4,6.6822587E-4,6,5.844221826007315E-4,0,6,0.25,0.0029558327579430883
Chad-Tsau,Chad-Tsau,1,1,2,3.0,1.0,2.0,8.0,4.410876132930514,0.0,5.4929964E-4,3.3411293E-4,6,5.476013258060761E-4,0,71,0.5,8.500523084579777E-4
Karthik-Patel,Karthik-Patel,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,76,0.0,0.0
Terry-Drinkwater,Terry-Drinkwater,13,4,17,17.0,13.0,4.0,7.0,4.069696969696969,40.98506776591142,0.0038450975,0.0040093553,2,0.005688920338177002,0,6,0.14166667,0.055729170207170074
Tim-Egan,Tim-Egan,2,1,3,3.0,2.0,1.0,8.0,4.412121212121212,0.0,8.2394946E-4,0.0010023388,3,6.327880229219979E-4,0,6,0.33333334,0.007579536374943025
Piyush-Ahuja,Piyush-Ahuja,3,2,5,5.0,3.0,2.0,8.0,4.406060606060606,0.24545454545454548,0.0010985993,0.0013364517,3,7.183071820957845E-4,0,6,0.25,0.006470105874511319
Tushar-Nimbhorkar,Tushar-Nimbhorkar,1,5,6,6.0,1.0,5.0,8.0,4.375757575757576,31.176732615051215,5.4929964E-4,6.6822587E-4,6,5.568870974141247E-4,0,6,0.23333333,0.005542210770036887
Gokul-Keerthivasan,Gokul-Keerthivasan,1,6,7,7.0,1.0,6.0,8.0,4.372727272727273,0.06478578892371996,5.4929964E-4,6.6822587E-4,0,5.568870974141247E-4,0,6,0.35714287,0.005542210770036887
Vikas-Zingade,Vikas-Zingade,2,1,3,3.0,2.0,1.0,8.0,4.406060606060606,0.0,8.2394946E-4,6.6822587E-4,5,5.795056524718643E-4,0,6,0.33333334,0.003407048661198438
Harshita-Prabha,Harshita-Prabha,5,3,8,8.0,5.0,3.0,7.0,3.8545454545454545,2.4421995406357797,0.0016478989,0.0016705646,6,6.159490569163845E-4,0,6,0.14285715,0.015038056424341974
Satyanand-Gupta,Satyanand-Gupta,10,9,19,22.0,10.0,12.0,7.0,3.5393939393939395,20.706201383965396,0.003021148,0.0036752422,0,0.0010224933576891073,0,6,0.114035085,0.04192000601225673
Tangni-Chen,Tangni-Chen,4,13,17,20.0,5.0,15.0,6.0,2.7181818181818183,198.80164180750714,0.0013732491,0.0016705646,6,7.392985564834064E-4,0,6,0.11904762,0.029335941773818507
Ishan-Jain,Ishan-Jain,0,6,6,6.0,0.0,6.0,6.0,2.894259818731118,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,77,0.26666668,0.0
Todd-Allen,Todd-Allen,3,5,8,8.0,3.0,5.0,7.0,3.503030303030303,148.2936457383638,0.0010985993,0.0013364517,0,7.287445387985311E-4,0,6,0.25,0.005861830415354686
Devashish-Singh,Devashish-Singh,2,3,5,5.0,2.0,3.0,7.0,4.027272727272727,0.45125332184155714,8.2394946E-4,0.0010023388,2,8.653194444921112E-4,0,6,0.35,0.010543241320010813
Prachi-Kothari,Prachi-Kothari,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,78,0.0,0.0
Chrys-Jordan,Chrys-Jordan,10,40,50,55.0,10.0,45.0,5.0,2.466666666666667,9758.055080983868,0.003021148,0.0036752422,2,0.003173050201304959,0,6,0.08737374,0.062049473012542655
Yogesh-Murthy,Yogesh-Murthy,0,2,2,2.0,0.0,2.0,7.0,3.0634441087613293,0.0,0.0,3.3411293E-4,3,5.367386671337139E-4,0,79,0.5,0.0
Josh-Manson,Josh-Manson,25,28,53,53.0,25.0,28.0,6.0,2.6515151515151514,8459.922895408215,0.0071408954,0.0066822586,1,0.005157428846002535,0,6,0.0503876,0.09878668035979525
Carrie-Cutler,Carrie-Cutler,7,14,21,23.0,7.0,16.0,5.0,2.824242424242424,1682.6905676498359,0.0021971986,0.0026729035,2,0.0012467236992963749,0,6,0.14052288,0.040638471069028674
Eric-Bowersox,Eric-Bowersox,31,32,63,67.0,31.0,36.0,7.0,2.775757575757576,5405.374165280672,0.008788794,0.009689275,6,0.003541114633990931,0,6,0.038084466,0.10528049789987262
Rizwan-Aseem,Rizwan-Aseem,17,20,37,44.0,17.0,27.0,6.0,2.6272727272727274,3652.7017104528372,0.004943697,0.005011694,1,0.0020350911691168865,0,6,0.07460318,0.05648612333758058
Alagamai-Manickam,Alagamai-Manickam,4,3,7,8.0,4.0,4.0,8.0,4.393939393939394,0.0,0.0013732491,0.0016705646,0,8.16590648734127E-4,0,6,0.43333334,0.01024918126372278
Marcia-Groeneveld,Marcia-Groeneveld,0,4,4,5.0,0.0,5.0,8.0,4.1782477341389725,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,80,0.25,0.0
Usman-Qazi,Usman-Qazi,8,18,26,30.0,8.0,22.0,5.0,2.6454545454545455,4992.290793912488,0.0024718484,0.0026729035,2,0.0033350505315417438,0,6,0.123809524,0.044502297834774045
Anupriya-Kavitapu,Anupriya-Kavitapu,5,5,10,10.0,5.0,5.0,8.0,4.1878787878787875,4.084796146406053,0.0016478989,0.0020046777,6,9.888200338703953E-4,0,6,0.12222222,0.029121456345748864
Parijat-Prakash,Parijat-Prakash,4,3,7,8.0,4.0,4.0,7.0,3.4060606060606062,2.072135266410992,0.0013732491,0.0016705646,6,7.722162148836283E-4,0,6,0.2857143,0.016551166596991643
Arihant-Jain,Arihant-Jain,0,10,10,10.0,0.0,10.0,6.0,3.0513595166163143,0.0,0.0,3.3411293E-4,2,5.367386671337139E-4,0,81,0.21111111,0.0
Raja-Venkata-Krishna,Raja-Venkata-Krishna,1,3,4,5.0,1.0,4.0,7.0,3.484848484848485,63.03044113357704,5.4929964E-4,6.6822587E-4,6,5.547687738186581E-4,0,6,0.25,0.002809156870638337
Shresth-Mehta,Shresth-Mehta,2,4,6,7.0,3.0,4.0,8.0,4.3969696969696965,0.32235123934631327,8.2394946E-4,0.0010023388,0,5.695411773443952E-4,0,6,0.23333333,0.00805497928412624
Petar-Micic,Petar-Micic,2,4,6,7.0,2.0,5.0,7.0,3.481818181818182,15.487665075309412,8.2394946E-4,0.0010023388,6,9.258399199574951E-4,0,6,0.35,0.013154484411679062
Todd-Akira-Morikawa,Todd-Akira-Morikawa,9,35,44,45.0,10.0,35.0,5.0,2.5939393939393938,3070.1876251679673,0.0027464982,0.0023387906,5,0.0013136726819233423,0,6,0.04871795,0.02148069438787611
Sajal-Arora,Sajal-Arora,2,7,9,9.0,2.0,7.0,7.0,3.4363636363636365,21.370548425847005,8.2394946E-4,0.0010023388,2,6.982258890144463E-4,0,6,0.22222222,0.01306499760115989
Shreyans-Doshi,Shreyans-Doshi,0,5,5,5.0,0.0,5.0,6.0,2.5861027190332324,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,82,0.25,0.0
Kaushlendra-Rajput,Kaushlendra-Rajput,1,2,3,4.0,1.0,3.0,7.0,3.5242424242424244,9.079278402495722,5.4929964E-4,6.6822587E-4,6,5.568870974141247E-4,0,6,0.33333334,0.005542210770036887
Evan-Putra-Limanto,Evan-Putra-Limanto,2,1,3,3.0,2.0,1.0,8.0,4.409090909090909,0.0,8.2394946E-4,6.6822587E-4,0,7.01856146009513E-4,0,6,0.33333334,0.0040956477748776005
Mathew-Kellogg,Mathew-Kellogg,2,1,3,3.0,2.0,1.0,8.0,4.412121212121212,0.0,8.2394946E-4,6.6822587E-4,6,7.292851921701486E-4,0,6,0.33333334,0.010608394319880352
Avaneesh-Rastogi,Avaneesh-Rastogi,8,5,13,14.0,8.0,6.0,8.0,4.393939393939394,3.843028625878029,0.0024718484,0.0030070164,6,0.0010310139433132195,0,6,0.19871795,0.04521254250702442
Anubhav-Anand,Anubhav-Anand,0,2,2,2.0,0.0,2.0,6.0,2.9486404833836857,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,83,0.5,0.0
Soumya-Ranjan,Soumya-Ranjan,2,2,4,4.0,2.0,2.0,8.0,4.409090909090909,0.0,8.2394946E-4,0.0010023388,6,9.648574320494418E-4,0,6,0.5,0.004009079231347465
Sunil-Singh,Sunil-Singh,3,1,4,4.0,3.0,1.0,8.0,4.409090909090909,0.0,0.0010985993,0.0013364517,6,7.464390313194556E-4,0,6,0.25,0.005557197295595955
Shlok-Mishra,Shlok-Mishra,3,8,11,12.0,3.0,9.0,6.0,2.8484848484848486,14.83280570126822,0.0010985993,0.0013364517,2,6.92651141660878E-4,0,6,0.2,0.021265793191018498
Nemichandra-Hombannavar,Nemichandra-Hombannavar,1,2,3,3.0,1.0,2.0,8.0,4.406060606060606,0.125,5.4929964E-4,6.6822587E-4,2,6.125726586549755E-4,0,6,0.5,0.01402821370608486
Vishakha-Sharma,Vishakha-Sharma,1,2,3,3.0,1.0,2.0,8.0,4.406060606060606,0.14285714285714285,5.4929964E-4,6.6822587E-4,6,5.699959822670801E-4,0,6,0.33333334,0.0023000801450092814
Sharath-Babu-S,Sharath-Babu-S,1,4,5,5.0,1.0,4.0,7.0,3.596969696969697,480.4375,5.4929964E-4,6.6822587E-4,1,6.140265125274808E-4,0,6,0.25,0.0011709883927524926
Ramakrihnan-Tamilvanan,Ramakrihnan-Tamilvanan,9,4,13,15.0,10.0,5.0,7.0,3.8,10.270083156551163,0.0027464982,0.0030070164,0,8.541427633786314E-4,0,6,0.15384616,0.022599807272144296
Sangita-Gupta,Sangita-Gupta,0,2,2,2.0,0.0,2.0,7.0,3.7462235649546827,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,84,0.5,0.0
Brenda-Light,Brenda-Light,6,2,8,8.0,6.0,2.0,8.0,4.406060606060606,1.0023268398268397,0.0019225487,0.0016705646,0,8.748369506544028E-4,0,6,0.14285715,0.01657115732310655
Robin-Thuran-Malhotra,Robin-Thuran-Malhotra,5,1,6,6.0,5.0,1.0,8.0,4.409090909090909,0.0,0.0016478989,0.0016705646,0,0.0014378201241241322,0,6,0.2,0.020743661202150605
Ioannis-Atsonios,Ioannis-Atsonios,2,1,3,3.0,2.0,1.0,8.0,4.409090909090909,0.0,8.2394946E-4,6.6822587E-4,6,5.656314324910204E-4,0,6,0.33333334,0.003659209179096318
Daksh-Shah,Daksh-Shah,2,4,6,8.0,2.0,6.0,6.0,3.306060606060606,30.578018323185766,8.2394946E-4,0.0010023388,6,5.694017461570443E-4,0,6,0.16666667,0.0069675414374180825
Suhith-Rajesh,Suhith-Rajesh,4,6,10,11.0,4.0,7.0,7.0,3.463636363636364,10.362522923942787,0.0013732491,0.0016705646,6,6.049469670566715E-4,0,6,0.12222222,0.013100566269175837
Karan-Shah,Karan-Shah,0,8,8,8.0,0.0,8.0,6.0,2.688821752265861,0.0,0.0,3.3411293E-4,2,5.367386671337139E-4,0,85,0.32142857,0.0
Ankur-Sao,Ankur-Sao,0,6,6,6.0,0.0,6.0,7.0,3.539156626506024,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,87,0.2,0.0
Anudeep-Bikku,Anudeep-Bikku,1,2,3,4.0,1.0,3.0,8.0,4.1909090909090905,0.05,5.4929964E-4,6.6822587E-4,6,5.568870974141247E-4,0,6,0.33333334,0.005542210770036887
Himaja-Vadaga,Himaja-Vadaga,0,3,3,4.0,0.0,4.0,7.0,3.4156626506024095,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,88,0.33333334,0.0
Sriniketh-Kovin,Sriniketh-Kovin,10,9,19,24.0,12.0,12.0,7.0,3.196969696969697,267.1112913477461,0.003021148,0.0036752422,6,0.0010551840920623506,0,6,0.14761905,0.043899301559516865
Sumit-Singh,Sumit-Singh,0,3,3,5.0,0.0,5.0,7.0,3.0513595166163143,0.0,0.0,3.3411293E-4,4,5.367386671337139E-4,0,89,0.33333334,0.0
Shubham-Tandon,Shubham-Tandon,0,2,2,2.0,0.0,2.0,7.0,4.19939577039275,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,90,0.5,0.0
Elynn-Lee,Elynn-Lee,23,5,28,30.0,24.0,6.0,8.0,4.242424242424242,186.1539905816385,0.0065915957,0.0073504844,1,0.004224028941169013,0,6,0.09259259,0.09681101019583153
Rohan-J-Pota,Rohan-J-Pota,2,4,6,6.0,2.0,4.0,8.0,4.390909090909091,4.6926085165916485,8.2394946E-4,0.0010023388,6,6.49440626726211E-4,0,6,0.23333333,0.00402591664766995
Sankaranarayanan-Lakshminarayanan,Sankaranarayanan-Lakshminarayanan,2,5,7,8.0,2.0,6.0,7.0,3.0303030303030303,1.1891233766233766,8.2394946E-4,0.0010023388,3,6.655482248466547E-4,0,6,0.45238096,0.015206134887811517
Kshitij-Purwar,Kshitij-Purwar,6,2,8,9.0,6.0,3.0,8.0,4.409090909090909,0.5074603174603175,0.0019225487,0.0020046777,4,8.762441054250323E-4,0,6,0.16071428,0.01844376809000254
Shubham-Govardhan,Shubham-Govardhan,0,3,3,3.0,0.0,3.0,8.0,4.401812688821752,0.0,0.0,3.3411293E-4,2,5.367386671337139E-4,0,91,0.5,0.0
Ashish-Nerkar,Ashish-Nerkar,3,2,5,7.0,4.0,3.0,8.0,4.409090909090909,0.24522373051784818,0.0010985993,0.0013364517,0,7.566010704631414E-4,0,6,0.2,0.018109709652097582
Srihari-Radhakrishnan,Srihari-Radhakrishnan,8,5,13,13.0,8.0,5.0,6.0,3.8454545454545452,44.959720403262665,0.0024718484,0.0030070164,2,0.0013380543246688677,0,6,0.16666667,0.03670455161173015
Anant-Simran-Singh,Anant-Simran-Singh,8,6,14,15.0,8.0,7.0,6.0,3.4272727272727272,215.71132905449107,0.0024718484,0.0030070164,6,0.0014721556350900326,0,6,0.11363637,0.04464663469046079
Jahnavi-Srivastava,Jahnavi-Srivastava,2,4,6,7.0,2.0,5.0,6.0,3.360606060606061,57.16191569467116,8.2394946E-4,0.0010023388,6,8.064890385777747E-4,0,6,0.26666668,0.016172849051481746
Jayaditya-Sirasani,Jayaditya-Sirasani,1,11,12,14.0,1.0,13.0,6.0,3.16969696969697,21.229700942332524,5.4929964E-4,6.6822587E-4,2,6.317721077638351E-4,0,6,0.121212125,0.0023340463394697954
Aditya-Chouksey,Aditya-Chouksey,2,3,5,6.0,3.0,3.0,7.0,3.0545454545454547,150.60521365889005,8.2394946E-4,0.0010023388,0,7.401675309608322E-4,0,6,0.25,0.008311203187938158
Kasi-Meyyappan,Kasi-Meyyappan,6,6,12,12.0,6.0,6.0,7.0,3.803030303030303,160.04064213987596,0.0019225487,0.0023387906,0,0.0010066803105703058,0,6,0.19090909,0.01426989646257471
Rammurthy-Mudimadugula,Rammurthy-Mudimadugula,0,6,6,6.0,0.0,6.0,7.0,3.595166163141994,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,92,0.33333334,0.0
Manmohit-Rekhi,Manmohit-Rekhi,7,8,15,16.0,7.0,9.0,7.0,3.533333333333333,39.58869572578194,0.0021971986,0.0026729035,6,0.0011245981712011395,0,6,0.15934066,0.031155073884235374
Prakash-Kamalakannan,Prakash-Kamalakannan,4,3,7,7.0,4.0,3.0,8.0,4.4,0.6896995834066773,0.0013732491,0.0016705646,6,6.664402021681496E-4,0,6,0.16666667,0.014752356088979431
Mohan-Kumar,Mohan-Kumar,1,7,8,9.0,1.0,8.0,7.0,2.9757575757575756,984.3077098484007,5.4929964E-4,6.6822587E-4,1,6.364801169606179E-4,0,6,0.16666667,0.004953353855996734
Koushik-Kumar-Vankadari,Koushik-Kumar-Vankadari,7,5,12,12.0,7.0,5.0,6.0,2.827272727272727,263.6538309857351,0.0021971986,0.0026729035,6,9.004665275546049E-4,0,6,0.14545454,0.031185888203819102
Shankar-Manickavasagam,Shankar-Manickavasagam,2,2,4,6.0,3.0,3.0,8.0,3.915151515151515,5.128855286944265,8.2394946E-4,0.0010023388,3,5.855120501267767E-4,0,6,0.41666666,0.008396936174135625
Piyush-Agarwal,Piyush-Agarwal,1,6,7,8.0,1.0,7.0,7.0,2.993939393939394,1.4166666666666667,5.4929964E-4,6.6822587E-4,3,6.213042075424618E-4,0,6,0.26666668,0.0013506718523058504
Allen-Marcos,Allen-Marcos,2,6,8,9.0,2.0,7.0,6.0,3.7151515151515153,1.6764336970219325,8.2394946E-4,0.0010023388,1,6.250873514594954E-4,0,6,0.16666667,0.005944656229842746
Neeraj-Pai,Neeraj-Pai,0,2,2,2.0,0.0,2.0,6.0,3.3987915407854983,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,93,0.5,0.0
Anshul-Garg,Anshul-Garg,1,2,3,3.0,1.0,2.0,8.0,4.3969696969696965,0.5,5.4929964E-4,6.6822587E-4,6,5.814213658512604E-4,0,6,0.33333334,0.0013529815424664921
Sreenivasan-Chandrasekar,Sreenivasan-Chandrasekar,2,3,5,5.0,2.0,3.0,6.0,2.903030303030303,19.490164803376878,8.2394946E-4,6.6822587E-4,2,6.158294028976249E-4,0,6,0.3,0.006570546930231991
Gokul-Srinivas,Gokul-Srinivas,0,15,15,15.0,0.0,15.0,6.0,2.5347432024169185,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,94,0.104761906,0.0
Praveen-Jeganathan,Praveen-Jeganathan,6,1,7,7.0,6.0,1.0,8.0,4.409090909090909,0.0,0.0019225487,0.0023387906,6,9.491243452236584E-4,0,6,0.21428572,0.03202149174691447
Vageesh-Dc,Vageesh-Dc,7,2,9,10.0,8.0,2.0,8.0,4.409090909090909,0.3382973492427274,0.0021971986,0.0026729035,6,0.0011514303814638951,0,6,0.1388889,0.047198120349874174
Nick-du-Plessis,Nick-du-Plessis,19,18,37,41.0,19.0,22.0,6.0,2.9484848484848483,1122.2199064809085,0.0054929964,0.0063481457,1,0.0021314846633224437,0,6,0.12923351,0.0883173498594831
Sai-Prithvi,Sai-Prithvi,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,95,0.0,0.0
Aditya-Veer-Singh,Aditya-Veer-Singh,26,5,31,36.0,30.0,6.0,7.0,3.672727272727273,569.6981578757536,0.007415545,0.008352824,6,0.005736120037322463,0,6,0.090322584,0.09621285610383948
Srikanth-Sanga,Srikanth-Sanga,4,1,5,5.0,4.0,1.0,8.0,4.409090909090909,0.0,0.0013732491,0.0016705646,6,6.154767029863121E-4,0,6,0.2,0.009306880455042526
Rachit-Pareek,Rachit-Pareek,1,12,13,14.0,1.0,13.0,6.0,3.193939393939394,599.5828589115448,5.4929964E-4,6.6822587E-4,6,6.308014859388143E-4,0,6,0.121212125,0.008340186630315601
Manish-Jha,Manish-Jha,3,7,10,12.0,4.0,8.0,6.0,2.7545454545454544,278.7174769251693,0.0010985993,0.0013364517,3,7.997590628198522E-4,0,6,0.14285715,0.004899637610849967
Nikhil-Shimpi,Nikhil-Shimpi,8,7,15,17.0,9.0,8.0,7.0,3.124242424242424,573.8202115305983,0.0024718484,0.0026729035,6,0.0011720701278564202,0,6,0.104395606,0.03550177903770121
Vivek-Ratnaparkhi,Vivek-Ratnaparkhi,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,96,0.0,0.0
Amol-Vaidya,Amol-Vaidya,0,2,2,2.0,0.0,2.0,7.0,4.030211480362538,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,97,0.5,0.0
Coes-Apollo,Coes-Apollo,1,1,2,3.0,1.0,2.0,8.0,4.409090909090909,0.0,5.4929964E-4,6.6822587E-4,6,5.547687738186581E-4,0,6,0.5,0.002809156870638337
Apoorv-Upadhye,Apoorv-Upadhye,2,1,3,3.0,2.0,1.0,8.0,4.409090909090909,0.0,8.2394946E-4,0.0010023388,6,8.210931150285523E-4,0,6,0.5,0.017730023732637688
Mathew-Jose,Mathew-Jose,10,2,12,13.0,11.0,2.0,8.0,4.248484848484848,4.719487822119401,0.003021148,0.0036752422,6,0.0014893530084573601,0,6,0.21969697,0.05359526921411454
Shankar-Ganesh,Shankar-Ganesh,0,3,3,3.0,0.0,3.0,6.0,2.9274924471299095,0.0,0.0,3.3411293E-4,3,5.367386671337139E-4,0,98,0.6666667,0.0
Gaurav-Chaudhary,Gaurav-Chaudhary,1,6,7,7.0,1.0,6.0,7.0,3.390909090909091,0.6984126984126984,5.4929964E-4,6.6822587E-4,0,6.024987004195687E-4,0,6,0.30952382,0.007130350559242462
Ratul-Jindal,Ratul-Jindal,3,3,6,7.0,3.0,4.0,8.0,4.403030303030303,0.20127918028039177,0.0010985993,0.0013364517,6,5.875712840293394E-4,0,6,0.2,0.010864136154764564
Noah-Wheeler,Noah-Wheeler,0,2,2,2.0,0.0,2.0,8.0,4.398791540785498,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,99,0.5,0.0
Rakesh-Lavuri,Rakesh-Lavuri,1,6,7,7.0,1.0,6.0,7.0,3.506060606060606,0.0,5.4929964E-4,6.6822587E-4,0,5.998578832333645E-4,0,6,0.33333334,0.0025042663714753316
Lucy-V-Hay,Lucy-V-Hay,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,100,0.0,0.0
Manan-Nayak,Manan-Nayak,7,1,8,9.0,7.0,2.0,8.0,4.409090909090909,0.0,0.0021971986,0.0026729035,6,0.0012648210515418378,0,6,0.26785713,0.038733189941482025
Jianyi-Li,Jianyi-Li,0,2,2,2.0,0.0,2.0,7.0,3.8580060422960725,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,101,0.5,0.0
Brajesh-Goyal,Brajesh-Goyal,0,2,2,2.0,0.0,2.0,7.0,4.027190332326284,0.0,0.0,3.3411293E-4,2,5.367386671337139E-4,0,102,0.5,0.0
Mahesh-Bhatti,Mahesh-Bhatti,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,103,0.0,0.0
Emmanuel-Fabella,Emmanuel-Fabella,4,13,17,20.0,4.0,16.0,5.0,2.9060606060606062,158.79010338054982,0.0013732491,0.0016705646,2,8.967189895184221E-4,0,6,0.2375,0.024731104249799237
Mark-Levin,Mark-Levin,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,104,0.0,0.0
Edward-Claro-Mader,Edward-Claro-Mader,23,29,52,57.0,24.0,33.0,6.0,2.590909090909091,3983.328222020318,0.0065915957,0.0076845973,2,0.0027030954718289505,0,6,0.10979592,0.08708693801897899
Katie-Hoban,Katie-Hoban,34,38,72,73.0,34.0,39.0,7.0,2.6363636363636362,11687.609980958463,0.009612744,0.010691614,6,0.008122468220818925,0,6,0.039186507,0.1286721040135729
Divya-Narayan,Divya-Narayan,0,3,3,3.0,0.0,3.0,7.0,4.02416918429003,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,105,0.33333334,0.0
Saurabh-Pushkar,Saurabh-Pushkar,2,6,8,8.0,2.0,6.0,7.0,3.815151515151515,2.7179685510567864,8.2394946E-4,0.0010023388,0,0.0012046832653591372,0,6,0.19642857,0.016410908740094446
Yuba-Meg,Yuba-Meg,5,10,15,16.0,5.0,11.0,6.0,2.709090909090909,322.7648783142767,0.0016478989,0.0020046777,6,8.293133612944815E-4,0,6,0.12820514,0.018259924674386346
Sai-Sameer,Sai-Sameer,1,4,5,5.0,1.0,4.0,8.0,4.293939393939394,479.83333333333337,5.4929964E-4,6.6822587E-4,0,5.521896248953433E-4,0,6,0.25,0.0022576016815326187
Selestine-Mtei,Selestine-Mtei,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,106,0.0,0.0
Shreyas-Banthalpad,Shreyas-Banthalpad,18,3,21,21.0,18.0,3.0,8.0,4.406060606060606,3.956162142688016,0.0052183466,0.0063481457,6,0.002251199703488247,0,6,0.15238096,0.08930349754529177
Ishaan-Singh,Ishaan-Singh,5,1,6,6.0,5.0,1.0,8.0,4.409090909090909,0.0,0.0016478989,0.0016705646,0,7.571717470386934E-4,0,6,0.16666667,0.021405670336609776
Vivek-Muralidharan,Vivek-Muralidharan,0,3,3,3.0,0.0,3.0,7.0,3.8489425981873113,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,107,0.5,0.0
Nikita-Butakov,Nikita-Butakov,39,17,56,59.0,41.0,18.0,6.0,3.033333333333333,2731.4586102405597,0.010985993,0.010023388,1,0.0043606479343464895,0,6,0.06363636,0.10030540644364234
Monique-Lindquist,Monique-Lindquist,10,24,34,40.0,12.0,28.0,5.0,2.6636363636363636,1586.3641804564627,0.003021148,0.0036752422,2,0.001977884871993283,0,6,0.11375661,0.052765705198589995
Rishav-Kumar,Rishav-Kumar,5,1,6,8.0,7.0,1.0,8.0,4.409090909090909,0.0,0.0016478989,0.0020046777,3,8.946159558893672E-4,0,6,0.16666667,0.009942539087873375
Dayton-Griffin,Dayton-Griffin,6,22,28,30.0,6.0,24.0,5.0,2.915151515151515,1523.7300852192618,0.0019225487,0.0023387906,6,8.607785885146958E-4,0,6,0.05698006,0.02072903034425018
