Id,Label,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Strongly-Connected ID,Clustering Coefficient,Eigenvector Centrality
Charles-Gretton,Charles-Gretton,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,64,6.157581494511443E-4,0,1507,0.0,0.0029676092115891372
James-Bowen,James-Bowen,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,506,0.0,0.2967609211589137
Tim-Cole,Tim-Cole,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,64,5.153181007812703E-4,0,507,0.0,0.29972853037050284
Tom-Broiles,Tom-Broiles,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,508,0.0,0.2967609211589137
Bo-Hardy,Bo-Hardy,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,69,6.227331970867028E-4,0,30,0.0,0.1911229958576965
Serge-Sergeev,Serge-Sergeev,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,5.644698731653346E-4,0,31,0.0,0.18815538664610737
Chen-Gong,Chen-Gong,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,67,7.683915068901236E-4,0,32,0.0,0.1911229958576965
Rahul-Kumar-Dey,Rahul-Kumar-Dey,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,5.644698731653346E-4,0,33,0.0,0.18815538664610737
Katerina-Simms,Katerina-Simms,0,6,6,6.0,0.0,6.0,4.0,3.0050709939148073,0.0,0.0,0.004854369,65,4.7981039363461823E-4,0,1513,0.0,0.0
Paul-Honsinger,Paul-Honsinger,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,65,5.477842715428812E-4,0,1509,0.0,0.0029676092115891372
Ben-Cook,Ben-Cook,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,65,5.477842715428812E-4,0,1510,0.0,0.0029676092115891372
Abhishek-Dvs,Abhishek-Dvs,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,65,5.477842715428812E-4,0,1511,0.0,0.0029676092115891372
Mashruf-Zaman,Mashruf-Zaman,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,65,5.477842715428812E-4,0,1512,0.0,0.0029676092115891372
Jan-Steegen,Jan-Steegen,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,509,0.0,0.2967609211589137
Stuart-Hagler,Stuart-Hagler,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,510,0.0,0.2967609211589137
Sergej-Xarkonnen,Sergej-Xarkonnen,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,511,0.0,0.2967609211589137
Henry-Smith,Henry-Smith,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,512,0.0,0.2967609211589137
Tony-Vincent,Tony-Vincent,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,513,0.0,0.2967609211589137
Kabs-Ayofe,Kabs-Ayofe,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,514,0.0,0.2967609211589137
Neil-Sanford,Neil-Sanford,0,5,5,6.0,0.0,6.0,1.0,1.0,0.0,0.0,0.004854369,66,4.7981039363461823E-4,0,1518,0.0,0.0
Steven-Ford,Steven-Ford,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,66,5.613790471245339E-4,0,1514,0.0,0.0029676092115891372
Tom-Kent,Tom-Kent,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,66,5.613790471245339E-4,0,1515,0.0,0.0029676092115891372
Alan-M-Carroll,Alan-M-Carroll,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,66,5.613790471245339E-4,0,1516,0.0,0.0029676092115891372
Eric-Pepke,Eric-Pepke,2,0,2,3.0,3.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,66,6.114212339805394E-4,0,1517,0.0,0.008712485561931585
David-Chidakel,David-Chidakel,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,66,5.65514195236603E-4,0,515,0.0,0.29972853037050284
Christopher-James,Christopher-James,0,2,2,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.004854369,67,4.7981039363461823E-4,0,1520,0.0,0.0
Gerry-Kavanagh,Gerry-Kavanagh,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,67,6.837320273594073E-4,0,1519,0.0,0.0029676092115891372
Josh-Saunders,Josh-Saunders,0,4,4,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.004854369,64,4.7981039363461823E-4,0,1522,0.0,0.0
Daniel-Johnson,Daniel-Johnson,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,64,5.817712104970127E-4,0,1521,0.0,0.0029676092115891372
Robert-Frost,Robert-Frost,4,0,4,4.0,4.0,0.0,0.0,0.0,0.0,0.0012716175,0.0,64,7.11857955909687E-4,0,516,0.0,0.30566374879368113
Colin-Kimball,Colin-Kimball,0,8,8,8.0,0.0,8.0,1.0,1.0,0.0,0.0,0.004854369,68,4.7981039363461823E-4,27,1531,0.0,0.0
Vishal-Rastogi,Vishal-Rastogi,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,68,5.307908020658155E-4,27,1523,0.0,0.0029676092115891372
Abhinav-Thakur,Abhinav-Thakur,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,68,5.307908020658155E-4,27,1524,0.0,0.0029676092115891372
William-Travis,William-Travis,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,68,5.307908020658155E-4,27,1525,0.0,0.0029676092115891372
Bruce-A-McIntyre,Bruce-A-McIntyre,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,68,5.307908020658155E-4,27,1526,0.0,0.0029676092115891372
James-Grant,James-Grant,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,68,5.307908020658155E-4,27,1527,0.0,0.0029676092115891372
Tenzing-Raj,Tenzing-Raj,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,68,5.307908020658155E-4,27,1528,0.0,0.0029676092115891372
Viktor-Toth,Viktor-Toth,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,68,5.307908020658155E-4,27,1529,0.0,0.0029676092115891372
Joshua-Carr,Joshua-Carr,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,68,5.307908020658155E-4,27,1530,0.0,0.0029676092115891372
Peter-Davies,Peter-Davies,1,2,3,3.0,1.0,2.0,1.0,1.0,0.0,5.08647E-4,0.009708738,82,8.344605841634523E-4,0,1533,0.0,0.005744876350342447
Mark-Ferguson,Mark-Ferguson,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,82,8.490264151437944E-4,0,1532,0.0,0.008712485561931585
Edward-Claro-Mader,Edward-Claro-Mader,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,517,0.0,0.2967609211589137
Frank-Heile,Frank-Heile,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,518,0.0,0.2967609211589137
Samuel-Challgren,Samuel-Challgren,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,5.644698731653346E-4,0,34,0.0,0.18815538664610737
Richard-Alsenz,Richard-Alsenz,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,69,6.227331970867028E-4,0,35,0.0,0.1911229958576965
Bill-Vanyo,Bill-Vanyo,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,5.644698731653346E-4,0,36,0.0,0.18815538664610737
Spencer-Johnson,Spencer-Johnson,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,5.644698731653346E-4,0,37,0.0,0.18815538664610737
Quek-Chee-An,Quek-Chee-An,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,5.644698731653346E-4,0,38,0.0,0.18815538664610737
Giorgio-Magalhães,Giorgio-Magalhães,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,5.644698731653346E-4,0,39,0.0,0.18815538664610737
Anup-Doddamané,Anup-Doddamané,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,5.644698731653346E-4,0,40,0.0,0.18815538664610737
Patrick-Hochstenbach,Patrick-Hochstenbach,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,5.644698731653346E-4,0,41,0.0,0.18815538664610737
Shikhar-Mathur,Shikhar-Mathur,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,70,6.307859720407897E-4,0,42,0.0,0.1939002629964498
Charles-Slade,Charles-Slade,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,5.644698731653346E-4,0,43,0.0,0.18815538664610737
Brian-Woody,Brian-Woody,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,5.644698731653346E-4,0,44,0.0,0.18815538664610737
Tristan-Muntsinger,Tristan-Muntsinger,0,3,3,3.0,0.0,3.0,4.0,3.0111902339776195,0.0,0.0,0.004854369,70,4.7981039363461823E-4,0,1535,0.0,0.0
Michael-Levis,Michael-Levis,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,70,6.198932975632135E-4,0,519,0.0,0.29972853037050284
Todd-Gardiner,Todd-Gardiner,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,70,6.820742483265994E-4,0,1534,0.0,0.008712485561931585
Akshay-Sankar,Akshay-Sankar,0,7,7,7.0,0.0,7.0,4.0,2.046747967479675,0.0,0.0,0.004854369,69,4.7981039363461823E-4,0,1538,0.04761905,0.0
Peter-Hand,Peter-Hand,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,69,5.422088656680557E-4,0,520,0.5,0.29972853037050284
David-Zimmerman,David-Zimmerman,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,69,5.380737175559865E-4,0,1536,0.0,0.0029676092115891372
Prithvi-Shiv,Prithvi-Shiv,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,69,5.422088656680557E-4,0,521,0.5,0.29972853037050284
Chirag-Toshniwal,Chirag-Toshniwal,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,69,5.380737175559865E-4,0,1537,0.0,0.0029676092115891372
Vishal-Ramawat,Vishal-Ramawat,1,7,8,8.0,1.0,7.0,1.0,1.0,0.0,5.08647E-4,0.009708738,70,5.461264925100733E-4,0,1543,0.0,0.005744876350342447
Tim-Hofstetter,Tim-Hofstetter,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,70,5.461264925100733E-4,0,1539,0.0,0.005744876350342447
Loring-Chien,Loring-Chien,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,70,5.461264925100733E-4,0,1540,0.0,0.005744876350342447
Kim-Aaron,Kim-Aaron,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,70,5.461264925100733E-4,0,1541,0.0,0.005744876350342447
Jon-Miner,Jon-Miner,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,70,5.461264925100733E-4,0,1542,0.0,0.005744876350342447
Alex-Goldstein,Alex-Goldstein,0,6,6,7.0,0.0,7.0,4.0,2.9929006085192698,0.0,0.0,0.004854369,71,4.7981039363461823E-4,0,1548,0.0,0.0
Ryan-Carlyle,Ryan-Carlyle,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,71,5.477842715428812E-4,0,1544,0.0,0.0029676092115891372
Michael-Martin,Michael-Martin,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,71,5.477842715428812E-4,0,1545,0.0,0.0029676092115891372
Joshua-Engel,Joshua-Engel,1,0,1,2.0,2.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,71,5.477842715428812E-4,0,1546,0.0,0.0029676092115891372
Ramzi-Amri,Ramzi-Amri,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,71,5.477842715428812E-4,0,1547,0.0,0.0029676092115891372
Sumi-Kim,Sumi-Kim,0,2,2,2.0,0.0,2.0,4.0,3.0132248219735502,0.0,0.0,0.004854369,72,4.7981039363461823E-4,0,1550,0.0,0.0
Michael-Omidi,Michael-Omidi,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,72,6.837320273594073E-4,0,1549,0.0,0.0029676092115891372
Bruce-Alan-Martin,Bruce-Alan-Martin,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,522,0.0,0.2967609211589137
Aidan-Lakshman,Aidan-Lakshman,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,523,0.0,0.2967609211589137
Eugene-Lee,Eugene-Lee,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,524,0.0,0.2967609211589137
Mitchell-Schoenbrun,Mitchell-Schoenbrun,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,525,0.0,0.2967609211589137
James-Sunderland,James-Sunderland,0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.004854369,73,4.7981039363461823E-4,28,1552,0.0,0.0
Paul-Ward,Paul-Ward,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,73,8.876536610841964E-4,28,1551,0.0,0.0029676092115891372
Ben-Heideveld,Ben-Heideveld,1,1,2,2.0,1.0,1.0,0.0,0.0,0.0,5.08647E-4,0.009708738,74,0.0031847692413247285,29,1553,0.0,0.005744876350342447
Nicolas-Abuin,Nicolas-Abuin,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,526,0.0,0.2967609211589137
Martin-Volpe,Martin-Volpe,0,6,6,6.0,0.0,6.0,4.0,2.0446247464503045,0.0,0.0,0.004854369,64,4.7981039363461823E-4,0,1557,0.06666667,0.0
Adarsh-Ranjan,Adarsh-Ranjan,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,64,5.477842715428812E-4,0,1554,0.0,0.0029676092115891372
Christophe-Cop,Christophe-Cop,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,64,5.477842715428812E-4,0,1555,0.0,0.0029676092115891372
Thomas-Martel,Thomas-Martel,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,64,5.477842715428812E-4,0,1556,0.0,0.0029676092115891372
Sanjay-Pant,Sanjay-Pant,0,5,5,5.0,0.0,5.0,4.0,3.0071065989847714,0.0,0.0,0.004854369,75,4.7981039363461823E-4,0,1561,0.0,0.0
Swaroop-Joshi,Swaroop-Joshi,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,75,5.613790471245339E-4,0,1558,0.0,0.0029676092115891372
Dominic-Yurk,Dominic-Yurk,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,75,5.613790471245339E-4,0,1559,0.0,0.0029676092115891372
Kinnari-Jankat,Kinnari-Jankat,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,75,5.613790471245339E-4,0,1560,0.0,0.0029676092115891372
Amritpal-Singh,Amritpal-Singh,0,4,4,4.0,0.0,4.0,4.0,3.0060975609756095,0.0,0.0,0.004854369,64,4.7981039363461823E-4,0,1564,0.0,0.0
Ben-Brown,Ben-Brown,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,64,5.817712104970127E-4,0,1562,0.0,0.0029676092115891372
Aditya-Nanda,Aditya-Nanda,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,64,5.817712104970127E-4,0,1563,0.0,0.0029676092115891372
Isenberg-Khan,Isenberg-Khan,0,3,3,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.004854369,33,4.7981039363461823E-4,0,1567,0.0,0.0
Mohammed-Zeeshan,Mohammed-Zeeshan,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,33,6.157581494511443E-4,0,1565,0.0,0.0029676092115891372
Nihad-Abdul-Hameed,Nihad-Abdul-Hameed,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,33,6.157581494511443E-4,0,1566,0.0,0.0029676092115891372
Rivka-Levy,Rivka-Levy,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,527,0.0,0.2967609211589137
Pankaj-Suneja,Pankaj-Suneja,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,528,0.0,0.2967609211589137
Solar-Titans,Solar-Titans,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,529,0.0,0.2967609211589137
Matt-Walker,Matt-Walker,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.921692805270296E-4,0,1042,0.0,0.0029676092115891372
Carol-Charmaine-Edson,Carol-Charmaine-Edson,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.921692805270296E-4,0,1043,0.0,0.0029676092115891372
Paul-Gauci,Paul-Gauci,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.921692805270296E-4,0,1044,0.0,0.0029676092115891372
Neto-Sosa,Neto-Sosa,1,0,1,2.0,2.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,530,0.0,0.2967609211589137
Subrata-Naskar,Subrata-Naskar,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,531,0.0,0.2967609211589137
Anh-Minh-Do,Anh-Minh-Do,0,14,14,14.0,0.0,14.0,3.0,2.017102615694165,0.0,0.0,0.004854369,76,4.7981039363461823E-4,0,1580,0.010989011,0.0
Shubham-Mukherjee,Shubham-Mukherjee,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,76,5.089420555953024E-4,0,1568,0.0,0.0029676092115891372
John-Chataway,John-Chataway,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,76,5.089420555953024E-4,0,1569,0.0,0.0029676092115891372
Mikey-Kennedy,Mikey-Kennedy,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,76,5.089420555953024E-4,0,1570,0.0,0.0029676092115891372
Matt-Burns,Matt-Burns,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,76,5.089420555953024E-4,0,1571,0.0,0.0029676092115891372
Lindsay-Musgrove,Lindsay-Musgrove,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,76,5.089420555953024E-4,0,1572,0.0,0.0029676092115891372
Shaokai-Lee,Shaokai-Lee,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,76,5.089420555953024E-4,0,1573,0.0,0.0029676092115891372
Marco-North,Marco-North,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,76,5.089420555953024E-4,0,1574,0.0,0.0029676092115891372
Elizabeth-L-Mead,Elizabeth-L-Mead,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,76,5.089420555953024E-4,0,1575,0.0,0.0029676092115891372
Chrisa-Hickey,Chrisa-Hickey,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,76,5.089420555953024E-4,0,1576,0.0,0.0029676092115891372
Mike-Leary,Mike-Leary,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,76,5.089420555953024E-4,0,1577,0.0,0.0029676092115891372
Jeffrey-Jochim,Jeffrey-Jochim,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,76,5.089420555953024E-4,0,1578,0.0,0.0029676092115891372
Chris-Rodriguez,Chris-Rodriguez,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,76,5.089420555953024E-4,0,1579,0.0,0.0029676092115891372
Bill-Jobber,Bill-Jobber,2,0,2,4.0,4.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,0,4.963044286390989E-4,0,532,0.5,0.29972853037050284
Bruce-Neben,Bruce-Neben,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,0,4.963044286390989E-4,0,533,0.5,0.29972853037050284
Shayne-Moira-McCreadie,Shayne-Moira-McCreadie,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.921692805270296E-4,0,1045,0.0,0.0029676092115891372
Amit-Ahlawat,Amit-Ahlawat,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.921692805270296E-4,0,1046,0.0,0.0029676092115891372
Andres-Soolo,Andres-Soolo,1,0,1,2.0,2.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,534,0.0,0.2967609211589137
L-Paul-Strait,L-Paul-Strait,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,535,0.0,0.2967609211589137
Gwen-Sawchuk,Gwen-Sawchuk,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,536,0.0,0.2967609211589137
Chayoung-Keum,Chayoung-Keum,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,537,0.0,0.2967609211589137
Onur-Yürür,Onur-Yürür,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,538,0.0,0.2967609211589137
Diana-Rotaru,Diana-Rotaru,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,539,0.0,0.2967609211589137
Marco-Procopio,Marco-Procopio,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,540,0.0,0.2967609211589137
Jeff-Harris,Jeff-Harris,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,541,0.0,0.2967609211589137
Ercole-Distefano,Ercole-Distefano,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,542,0.0,0.2967609211589137
Ann-Monk,Ann-Monk,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,543,0.0,0.2967609211589137
Agnieszka-Popovich,Agnieszka-Popovich,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,544,0.0,0.2967609211589137
Shayne-Tom,Shayne-Tom,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,545,0.0,0.2967609211589137
Daniel-Kinzler,Daniel-Kinzler,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,546,0.0,0.2967609211589137
Natalie-Horseman,Natalie-Horseman,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,547,0.0,0.2967609211589137
Brianna-Najee-Stephenson,Brianna-Najee-Stephenson,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,548,0.0,0.2967609211589137
Andrea-Marchetti,Andrea-Marchetti,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.921692805270296E-4,0,1047,0.0,0.0029676092115891372
Bella-Cranmore,Bella-Cranmore,0,3,3,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.004854369,77,4.7981039363461823E-4,30,1584,0.0,0.0
Harrison-Walker,Harrison-Walker,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,77,6.157581494511443E-4,30,1581,0.0,0.0029676092115891372
Sheri-Fresonke-Harper,Sheri-Fresonke-Harper,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,77,6.157581494511443E-4,30,1582,0.0,0.0029676092115891372
Jocelyn-DeWeerdt,Jocelyn-DeWeerdt,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,77,6.157581494511443E-4,30,1583,0.0,0.0029676092115891372
Harshit-S-Kumar,Harshit-S-Kumar,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,7.629705E-4,0.0,0,5.009390112237531E-4,0,549,0.5,0.29972853037050284
Kieran-Dyke,Kieran-Dyke,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,550,0.0,0.2967609211589137
Vineeth-Jose,Vineeth-Jose,0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.004854369,48,4.7981039363461823E-4,20,1585,0.0,0.0
Hashin-Jithu,Hashin-Jithu,0,5,5,5.0,0.0,5.0,1.0,1.0,0.0,0.0,0.004854369,17,4.7981039363461823E-4,0,1589,0.0,0.0
Dipankar-Sircar,Dipankar-Sircar,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,17,5.613790471245339E-4,0,1586,0.0,0.0029676092115891372
Ahsan-Alnasar,Ahsan-Alnasar,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,17,5.613790471245339E-4,0,1587,0.0,0.0029676092115891372
Khusrau-Gurganvi,Khusrau-Gurganvi,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,17,5.613790471245339E-4,0,1588,0.0,0.0029676092115891372
Ankit-Goyal,Ankit-Goyal,0,5,5,5.0,0.0,5.0,1.0,1.0,0.0,0.0,0.004854369,11,4.7981039363461823E-4,0,1591,0.0,0.0
